Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Buckinghamshire,E10000002,Upper tier local authority,11/04/2020,19,514
Bury,E08000002,Upper tier local authority,11/04/2020,16,249
Calderdale,E08000033,Upper tier local authority,11/04/2020,3,142
Cambridgeshire,E10000003,Upper tier local authority,11/04/2020,16,401
Camden,E09000007,Upper tier local authority,11/04/2020,9,431
Central Bedfordshire,E06000056,Upper tier local authority,11/04/2020,10,285
Cheshire East,E06000049,Upper tier local authority,11/04/2020,28,434
Cheshire West and Chester,E06000050,Upper tier local authority,11/04/2020,15,432
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,11/04/2020,13,300
County Durham,E06000047,Upper tier local authority,11/04/2020,45,688
Coventry,E08000026,Upper tier local authority,11/04/2020,8,403
Croydon,E09000008,Upper tier local authority,11/04/2020,17,997
Cumbria,E10000006,Upper tier local authority,11/04/2020,24,1242
Darlington,E06000005,Upper tier local authority,11/04/2020,9,134
Derby,E06000015,Upper tier local authority,11/04/2020,13,364
Derbyshire,E10000007,Upper tier local authority,11/04/2020,20,756
Devon,E10000008,Upper tier local authority,11/04/2020,16,379
Doncaster,E08000017,Upper tier local authority,11/04/2020,3,206
Dorset,E06000059,Upper tier local authority,11/04/2020,5,203
Dudley,E08000027,Upper tier local authority,11/04/2020,20,461
Ealing,E09000009,Upper tier local authority,11/04/2020,27,747
East Riding of Yorkshire,E06000011,Upper tier local authority,11/04/2020,6,223
East Sussex,E10000011,Upper tier local authority,11/04/2020,12,346
Enfield,E09000010,Upper tier local authority,11/04/2020,20,536
Essex,E10000012,Upper tier local authority,11/04/2020,41,1554
Gateshead,E08000037,Upper tier local authority,11/04/2020,25,451
Gloucestershire,E10000013,Upper tier local authority,11/04/2020,31,685
Greenwich,E09000011,Upper tier local authority,11/04/2020,10,470
Hackney,E09000012,Upper tier local authority,11/04/2020,14,498
Halton,E06000006,Upper tier local authority,11/04/2020,8,209
Hammersmith and Fulham,E09000013,Upper tier local authority,11/04/2020,4,385
Hampshire,E10000014,Upper tier local authority,11/04/2020,51,1666
Haringey,E09000014,Upper tier local authority,11/04/2020,9,404
Harrow,E09000015,Upper tier local authority,11/04/2020,14,662
Havering,E09000016,Upper tier local authority,11/04/2020,16,461
"Herefordshire, County of",E06000019,Upper tier local authority,11/04/2020,6,107
Hertfordshire,E10000015,Upper tier local authority,11/04/2020,47,1511
Hillingdon,E09000017,Upper tier local authority,11/04/2020,16,517
Hounslow,E09000018,Upper tier local authority,11/04/2020,9,482
Isle of Wight,E06000046,Upper tier local authority,11/04/2020,2,53
Islington,E09000019,Upper tier local authority,11/04/2020,3,323
Kensington and Chelsea,E09000020,Upper tier local authority,11/04/2020,4,362
Kent,E10000016,Upper tier local authority,11/04/2020,53,1667
"Kingston upon Hull, City of",E06000010,Upper tier local authority,11/04/2020,14,136
Kingston upon Thames,E09000021,Upper tier local authority,11/04/2020,4,299
Kirklees,E08000034,Upper tier local authority,11/04/2020,17,347
Knowsley,E08000011,Upper tier local authority,11/04/2020,12,309
Lambeth,E09000022,Upper tier local authority,11/04/2020,43,910
Lancashire,E10000017,Upper tier local authority,11/04/2020,90,1627
Leeds,E08000035,Upper tier local authority,11/04/2020,33,733
Leicester,E06000016,Upper tier local authority,11/04/2020,17,388
Leicestershire,E10000018,Upper tier local authority,11/04/2020,23,545
Lewisham,E09000023,Upper tier local authority,11/04/2020,13,692
Lincolnshire,E10000019,Upper tier local authority,11/04/2020,21,474
Liverpool,E08000012,Upper tier local authority,11/04/2020,38,925
Luton,E06000032,Upper tier local authority,11/04/2020,7,366
Manchester,E08000003,Upper tier local authority,11/04/2020,41,686
Medway,E06000035,Upper tier local authority,11/04/2020,15,389
Merton,E09000024,Upper tier local authority,11/04/2020,13,499
Middlesbrough,E06000002,Upper tier local authority,11/04/2020,15,287
Milton Keynes,E06000042,Upper tier local authority,11/04/2020,14,311
Newcastle upon Tyne,E08000021,Upper tier local authority,11/04/2020,20,589
Newham,E09000025,Upper tier local authority,11/04/2020,28,763
Norfolk,E10000020,Upper tier local authority,11/04/2020,52,694
North East Lincolnshire,E06000012,Upper tier local authority,11/04/2020,5,80
North Lincolnshire,E06000013,Upper tier local authority,11/04/2020,16,123
North Somerset,E06000024,Upper tier local authority,11/04/2020,6,120
North Tyneside,E08000022,Upper tier local authority,11/04/2020,16,314
North Yorkshire,E10000023,Upper tier local authority,11/04/2020,23,497
Northamptonshire,E10000021,Upper tier local authority,11/04/2020,33,742
Northumberland,E06000057,Upper tier local authority,11/04/2020,39,421
Nottingham,E06000018,Upper tier local authority,11/04/2020,12,309
Nottinghamshire,E10000024,Upper tier local authority,11/04/2020,17,665
Oldham,E08000004,Upper tier local authority,11/04/2020,23,355
Oxfordshire,E10000025,Upper tier local authority,11/04/2020,30,914
Peterborough,E06000031,Upper tier local authority,11/04/2020,2,105
Plymouth,E06000026,Upper tier local authority,11/04/2020,1,142
Portsmouth,E06000044,Upper tier local authority,11/04/2020,13,183
Reading,E06000038,Upper tier local authority,11/04/2020,9,199
Redbridge,E09000026,Upper tier local authority,11/04/2020,8,505
Redcar and Cleveland,E06000003,Upper tier local authority,11/04/2020,16,172
Richmond upon Thames,E09000027,Upper tier local authority,11/04/2020,5,280
Rochdale,E08000005,Upper tier local authority,11/04/2020,5,271
Rotherham,E08000018,Upper tier local authority,11/04/2020,9,356
Salford,E08000006,Upper tier local authority,11/04/2020,10,360
Sandwell,E08000028,Upper tier local authority,11/04/2020,12,577
Sefton,E08000014,Upper tier local authority,11/04/2020,25,492
Sheffield,E08000019,Upper tier local authority,11/04/2020,10,1311
Shropshire,E06000051,Upper tier local authority,11/04/2020,8,244
Slough,E06000039,Upper tier local authority,11/04/2020,12,241
Solihull,E08000029,Upper tier local authority,11/04/2020,12,359
Somerset,E10000027,Upper tier local authority,11/04/2020,17,209
South Gloucestershire,E06000025,Upper tier local authority,11/04/2020,6,217
South Tyneside,E08000023,Upper tier local authority,11/04/2020,12,227
Southampton,E06000045,Upper tier local authority,11/04/2020,8,261
Southend-on-Sea,E06000033,Upper tier local authority,11/04/2020,3,216
Southwark,E09000028,Upper tier local authority,11/04/2020,26,955
St. Helens,E08000013,Upper tier local authority,11/04/2020,4,376
Staffordshire,E10000028,Upper tier local authority,11/04/2020,38,948
Stockport,E08000007,Upper tier local authority,11/04/2020,26,494
Stockton-on-Tees,E06000004,Upper tier local authority,11/04/2020,4,202
Stoke-on-Trent,E06000021,Upper tier local authority,11/04/2020,10,200
Suffolk,E10000029,Upper tier local authority,11/04/2020,15,487
Sunderland,E08000024,Upper tier local authority,11/04/2020,45,674
Surrey,E10000030,Upper tier local authority,11/04/2020,59,1545
Sutton,E09000029,Upper tier local authority,11/04/2020,6,435
Swindon,E06000030,Upper tier local authority,11/04/2020,14,182
Tameside,E08000008,Upper tier local authority,11/04/2020,7,285
Telford and Wrekin,E06000020,Upper tier local authority,11/04/2020,2,135
Thurrock,E06000034,Upper tier local authority,11/04/2020,8,195
Torbay,E06000027,Upper tier local authority,11/04/2020,1,98
Tower Hamlets,E09000030,Upper tier local authority,11/04/2020,11,483
Trafford,E08000009,Upper tier local authority,11/04/2020,14,383
Wakefield,E08000036,Upper tier local authority,11/04/2020,10,341
Walsall,E08000030,Upper tier local authority,11/04/2020,8,573
Waltham Forest,E09000031,Upper tier local authority,11/04/2020,14,536
Wandsworth,E09000032,Upper tier local authority,11/04/2020,14,741
Warrington,E06000007,Upper tier local authority,11/04/2020,14,347
Warwickshire,E10000031,Upper tier local authority,11/04/2020,29,670
West Berkshire,E06000037,Upper tier local authority,11/04/2020,9,165
West Sussex,E10000032,Upper tier local authority,11/04/2020,16,458
Westminster,E09000033,Upper tier local authority,11/04/2020,10,487
Wigan,E08000010,Upper tier local authority,11/04/2020,23,321
Wiltshire,E06000054,Upper tier local authority,11/04/2020,15,247
Windsor and Maidenhead,E06000040,Upper tier local authority,11/04/2020,9,155
Wirral,E08000015,Upper tier local authority,11/04/2020,32,566
Wokingham,E06000041,Upper tier local authority,11/04/2020,3,178
Wolverhampton,E08000031,Upper tier local authority,11/04/2020,10,459
Worcestershire,E10000034,Upper tier local authority,11/04/2020,34,683
York,E06000014,Upper tier local authority,11/04/2020,3,130
England,E92000001,Country,10/04/2020,3350,70488
West Midlands,E12000005,Region,10/04/2020,372,7486
East of England,E12000006,Region,10/04/2020,277,5842
North West,E12000002,Region,10/04/2020,546,10587
East Midlands,E12000004,Region,10/04/2020,168,4097
South West,E12000009,Region,10/04/2020,226,3325
London,E12000007,Region,10/04/2020,568,17928
Yorkshire and The Humber,E12000003,Region,10/04/2020,276,5252
North East,E12000001,Region,10/04/2020,239,3987
South East,E12000008,Region,10/04/2020,524,9231
Barking and Dagenham,E09000002,Upper tier local authority,10/04/2020,10,319
Barnet,E09000003,Upper tier local authority,10/04/2020,21,937
Barnsley,E08000016,Upper tier local authority,10/04/2020,25,336
Bath and North East Somerset,E06000022,Upper tier local authority,10/04/2020,16,125
Bedford,E06000055,Upper tier local authority,10/04/2020,15,229
Bexley,E09000004,Upper tier local authority,10/04/2020,12,413
Birmingham,E08000025,Upper tier local authority,10/04/2020,64,1864
Blackburn with Darwen,E06000008,Upper tier local authority,10/04/2020,12,155
Blackpool,E06000009,Upper tier local authority,10/04/2020,16,147
Bolton,E08000001,Upper tier local authority,10/04/2020,28,377
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,10/04/2020,22,223
Bracknell Forest,E06000036,Upper tier local authority,10/04/2020,4,111
Bradford,E08000032,Upper tier local authority,10/04/2020,16,443
Brent,E09000005,Upper tier local authority,10/04/2020,40,1010
Brighton and Hove,E06000043,Upper tier local authority,10/04/2020,8,209
"Bristol, City of",E06000023,Upper tier local authority,10/04/2020,18,320
Bromley,E09000006,Upper tier local authority,10/04/2020,23,743
Buckinghamshire,E10000002,Upper tier local authority,10/04/2020,26,495
Bury,E08000002,Upper tier local authority,10/04/2020,16,233
Calderdale,E08000033,Upper tier local authority,10/04/2020,11,139
Cambridgeshire,E10000003,Upper tier local authority,10/04/2020,16,385
Camden,E09000007,Upper tier local authority,10/04/2020,10,422
Central Bedfordshire,E06000056,Upper tier local authority,10/04/2020,16,275
Cheshire East,E06000049,Upper tier local authority,10/04/2020,28,406
Cheshire West and Chester,E06000050,Upper tier local authority,10/04/2020,24,417
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,10/04/2020,12,287
County Durham,E06000047,Upper tier local authority,10/04/2020,55,643
Coventry,E08000026,Upper tier local authority,10/04/2020,15,395
Croydon,E09000008,Upper tier local authority,10/04/2020,25,980
Cumbria,E10000006,Upper tier local authority,10/04/2020,34,1218
Darlington,E06000005,Upper tier local authority,10/04/2020,4,125
Derby,E06000015,Upper tier local authority,10/04/2020,12,351
Derbyshire,E10000007,Upper tier local authority,10/04/2020,26,736
Devon,E10000008,Upper tier local authority,10/04/2020,27,363
Dorset,E06000059,Upper tier local authority,10/04/2020,10,198
Dudley,E08000027,Upper tier local authority,10/04/2020,28,441
Ealing,E09000009,Upper tier local authority,10/04/2020,45,720
East Riding of Yorkshire,E06000011,Upper tier local authority,10/04/2020,21,217
East Sussex,E10000011,Upper tier local authority,10/04/2020,18,334
Enfield,E09000010,Upper tier local authority,10/04/2020,25,516
Essex,E10000012,Upper tier local authority,10/04/2020,49,1513
Gateshead,E08000037,Upper tier local authority,10/04/2020,33,426
Gloucestershire,E10000013,Upper tier local authority,10/04/2020,61,654
